sensor_id,location,temperature,humidity,timestamp
504,9 Huxley Hill,-7.49,1.6,5/13/2022
505,4684 Vernon Court,46.42,68.14,12/8/2022
506,84 7th Point,41.33,78.08,9/2/2022
507,313 Surrey Crossing,10.82,39.45,4/4/2022
508,0 Reindahl Pass,27.04,63.38,2/11/2022
509,728 Elka Point,45.81,39.51,2/12/2022
510,77 Nelson Circle,54.72,3.21,9/1/2022
511,02438 Victoria Place,24.1,23.0,11/15/2022
512,13873 Duke Point,0.1,48.4,7/6/2022
513,0822 Porter Crossing,77.75,62.83,11/12/2022
514,516 Maple Wood Hill,27.09,18.24,4/28/2022
515,61 Oakridge Hill,74.04,45.5,2/18/2022
516,61089 Rowland Junction,60.61,47.23,5/24/2022
517,598 Fordem Hill,32.77,5.14,11/7/2022
518,9 Maryland Way,43.23,19.67,10/26/2022
519,788 Buena Vista Court,11.29,98.53,10/6/2022
520,2 Service Alley,24.14,25.79,11/29/2022
521,7 Elka Center,94.91,4.66,7/12/2022
522,67356 Memorial Road,84.58,9.37,10/18/2022
523,5613 High Crossing Hill,50.87,55.66,9/2/2022
524,42809 Graceland Center,24.87,30.22,6/2/2022
525,7 Harbort Park,69.57,17.27,2/16/2022
526,243 Valley Edge Place,6.83,89.0,3/9/2022
527,4898 Huxley Road,70.37,26.01,11/5/2022
528,9 Sundown Alley,60.47,77.8,2/21/2022
529,1478 Thompson Park,11.27,42.09,1/17/2022
530,71 Merry Street,19.73,11.81,6/21/2022
531,8 Corscot Road,-16.54,90.12,4/28/2022
532,53 High Crossing Plaza,49.76,18.48,3/4/2022
533,40 Spaight Street,-9.36,97.48,10/1/2022
534,29462 Farragut Avenue,86.17,23.64,10/17/2022
535,2 Independence Drive,4.08,65.88,8/14/2022
536,0 Lotheville Center,87.34,78.92,6/19/2022
537,25247 Shoshone Point,91.64,46.92,2/23/2022
538,24164 Lillian Terrace,22.53,44.26,8/22/2022
539,88152 Hansons Place,-12.56,47.14,10/9/2022
540,04 Menomonie Trail,-6.38,39.59,11/26/2022
541,75 Autumn Leaf Parkway,69.57,2.17,2/11/2022
542,02189 Warbler Hill,10.46,65.2,1/10/2022
543,2171 Green Ridge Place,49.23,75.32,8/30/2022
544,3771 Delaware Point,-14.15,46.87,1/8/2022
545,2 Crescent Oaks Pass,-11.62,43.0,4/22/2022
546,65155 Dixon Place,73.46,22.91,6/2/2022
547,82 Prentice Terrace,-12.19,3.39,7/24/2022
548,458 School Alley,10.71,74.9,2/8/2022
549,56344 Granby Lane,31.41,95.28,12/29/2022
550,510 Judy Avenue,52.28,8.06,4/29/2022
551,6371 Grover Court,18.3,25.57,3/1/2022
552,46 Doe Crossing Terrace,47.31,95.58,3/30/2022
553,71102 Iowa Point,59.14,50.2,1/19/2022
554,852 Porter Terrace,94.94,23.88,4/30/2022
555,5251 Hollow Ridge Place,98.59,89.45,1/17/2022
556,5335 Bultman Place,27.93,78.42,12/30/2022
557,902 Towne Lane,98.24,74.71,11/17/2022
558,24 5th Avenue,-2.64,97.97,7/12/2022
559,752 Stone Corner Alley,33.79,48.5,7/20/2022
560,9 Bashford Hill,31.49,39.69,9/4/2022
561,7860 Sunbrook Parkway,10.97,44.1,8/17/2022
562,33454 Anthes Street,28.23,21.8,11/19/2022
563,6006 East Place,10.23,34.22,8/28/2022
564,9 Rusk Parkway,-10.28,60.93,8/10/2022
565,18 Quincy Plaza,71.3,3.95,10/23/2022
566,9 Petterle Road,72.17,69.25,2/16/2022
567,2036 Fallview Way,64.78,79.57,9/20/2022
568,1 Montana Road,37.32,77.53,1/25/2022
569,364 Waxwing Way,49.43,28.34,8/25/2022
570,285 Novick Center,45.7,87.45,12/4/2022
571,5 Parkside Drive,34.44,49.5,9/5/2022
572,93162 Oneill Center,96.48,44.9,3/13/2022
573,34655 Muir Road,87.0,53.02,4/11/2022
574,336 Butterfield Parkway,6.17,31.45,5/20/2022
575,191 Evergreen Alley,11.92,46.57,2/18/2022
576,583 Westport Avenue,13.79,72.33,8/7/2022
577,57261 Victoria Park,46.16,24.04,3/7/2022
578,59 Morrow Place,88.16,41.77,3/30/2022
579,6406 Dawn Place,-13.48,9.07,5/17/2022
580,83 Dexter Drive,-4.81,5.78,9/13/2022
581,74703 Hoffman Junction,77.16,18.1,4/29/2022
582,0575 Montana Crossing,86.98,20.68,5/21/2022
583,48 Kinsman Point,78.53,79.27,2/7/2022
584,943 Comanche Circle,-16.12,60.23,10/24/2022
585,8 New Castle Trail,91.5,66.75,2/25/2022
586,4348 Sachtjen Center,-5.37,37.55,11/11/2022
587,74441 Holmberg Way,55.77,12.52,4/3/2022
588,01 Goodland Plaza,63.42,22.89,9/15/2022
589,342 Nevada Junction,93.62,27.08,11/15/2022
590,48983 Ridge Oak Crossing,12.76,40.96,8/9/2022
591,8 Kingsford Lane,32.28,55.85,1/4/2022
592,79236 Talisman Court,97.33,89.73,3/13/2022
593,1524 Porter Road,5.26,50.39,8/3/2022
594,13385 Heath Place,38.94,37.69,3/6/2022
595,38 Dunning Drive,10.97,32.71,7/12/2022
596,49340 Caliangt Avenue,7.95,0.41,3/16/2022
597,33997 Lyons Court,77.65,43.1,5/1/2022
598,42268 Sachs Parkway,25.55,9.78,7/22/2022
599,7 Schmedeman Crossing,-4.99,93.52,11/14/2022
600,460 Hovde Road,-6.6,67.31,8/1/2022
601,37 Arrowood Junction,-9.96,68.53,2/21/2022
602,0685 Vernon Avenue,75.13,50.78,10/1/2022
603,1 Warbler Trail,-1.59,21.07,5/25/2022
604,08 Raven Street,33.76,76.73,4/20/2022
605,9 Sauthoff Terrace,37.1,38.75,7/20/2022
606,0452 Pine View Terrace,25.44,52.19,8/15/2022
607,01218 Little Fleur Alley,11.05,99.61,12/10/2022
608,4530 Redwing Pass,-9.79,94.44,10/2/2022
609,1920 Logan Court,27.73,98.79,12/19/2022
610,777 Logan Crossing,39.54,53.35,10/4/2022
611,7558 Mallard Trail,86.71,24.24,9/20/2022
612,978 Caliangt Parkway,2.3,24.24,9/24/2022
613,368 Bobwhite Lane,64.79,47.06,6/13/2022
614,4623 Melrose Street,58.15,56.33,2/16/2022
615,1 Charing Cross Place,34.68,61.13,4/23/2022
616,9 Sachtjen Junction,67.04,80.84,5/10/2022
617,9580 Graedel Crossing,-9.79,83.5,1/18/2022
618,980 Cascade Lane,87.2,26.08,12/16/2022
619,8228 Browning Park,-3.62,16.2,11/16/2022
620,25195 Sundown Park,25.98,85.65,10/2/2022
621,628 Fulton Place,39.59,17.7,8/3/2022
622,485 Mosinee Trail,18.95,31.27,10/8/2022
623,50 West Plaza,18.43,37.54,12/20/2022
624,795 Arapahoe Lane,4.26,10.56,7/3/2022
625,375 Gulseth Hill,-8.08,88.0,2/2/2022
626,89 Utah Crossing,10.18,7.74,4/24/2022
627,9534 Merrick Avenue,62.62,13.22,3/29/2022
628,8609 Gateway Hill,-17.24,85.69,1/21/2022
629,301 Hayes Lane,52.93,70.64,7/7/2022
630,23 Sunbrook Pass,35.04,3.08,12/4/2022
631,571 Bobwhite Hill,15.8,36.14,8/25/2022
632,403 Gulseth Place,20.39,54.39,3/30/2022
633,24 Maryland Crossing,68.41,49.3,1/19/2022
634,2 Express Crossing,89.9,37.11,3/28/2022
635,38982 Village Trail,77.82,73.23,2/21/2022
636,27065 Bunker Hill Lane,78.5,92.3,3/6/2022
637,0333 Rieder Hill,17.93,71.65,3/15/2022
638,31 Nova Pass,14.02,83.53,8/4/2022
639,36 Golf Point,48.84,15.72,11/6/2022
640,2170 Sachtjen Road,66.24,16.8,4/7/2022
641,2427 Corry Pass,75.43,8.87,10/9/2022
642,65 Ronald Regan Avenue,40.62,80.67,1/21/2022
643,19 Del Mar Point,12.7,51.63,10/9/2022
644,0982 Village Way,-14.17,9.01,4/18/2022
645,9 Oak Valley Hill,46.64,86.58,2/8/2022
646,72 Elka Terrace,58.21,0.1,6/7/2022
647,88130 Waxwing Alley,-2.15,87.95,4/27/2022
648,2 Scott Trail,17.38,54.94,1/27/2022
649,1 Hintze Drive,-17.96,85.73,11/10/2022
650,1 Washington Avenue,-17.83,72.11,9/28/2022
651,57407 Troy Park,-9.7,8.4,12/17/2022
652,4941 Dapin Plaza,3.75,57.36,9/15/2022
653,158 Russell Alley,63.28,18.11,3/1/2022
654,2352 Charing Cross Trail,59.5,76.92,6/14/2022
655,302 Truax Hill,48.09,3.12,3/21/2022
656,737 Sycamore Street,-13.32,44.58,1/9/2022
657,0 Merry Plaza,25.77,27.83,12/30/2022
658,676 Hovde Park,10.09,7.32,1/22/2022
659,72 4th Crossing,31.42,94.18,11/27/2022
660,4761 Pierstorff Way,-19.11,54.13,7/5/2022
661,6873 Hanson Road,56.07,17.81,3/2/2022
662,40943 Michigan Road,82.58,0.02,6/3/2022
663,7 Brentwood Point,-13.51,37.19,11/8/2022
664,0 Monica Terrace,59.23,2.7,9/1/2022
665,8018 Mccormick Street,2.77,93.42,10/14/2022
666,52 Algoma Circle,41.41,45.5,3/4/2022
667,619 Schiller Lane,25.72,67.1,3/10/2022
668,16 Kingsford Park,40.57,7.34,1/22/2022
669,2 Hanson Lane,82.79,15.33,5/23/2022
670,22 Declaration Drive,59.23,14.11,2/25/2022
671,1658 Lindbergh Circle,3.5,73.08,9/16/2022
672,75 Cambridge Terrace,15.44,73.49,10/8/2022
673,2 Welch Terrace,71.87,30.82,4/7/2022
674,837 Tennessee Place,84.32,66.65,9/17/2022
675,67 Alpine Terrace,64.31,16.62,7/8/2022
676,86383 Burning Wood Drive,25.79,90.5,2/11/2022
677,3 Fremont Avenue,-10.51,79.01,8/6/2022
678,7398 Tony Terrace,38.25,0.6,11/4/2022
679,55 Farragut Lane,35.57,27.63,9/2/2022
680,659 Toban Hill,32.02,27.85,10/5/2022
681,52 Florence Circle,37.82,9.87,6/16/2022
682,00904 Sauthoff Road,84.82,54.89,9/27/2022
683,216 Moose Way,-0.34,29.14,5/3/2022
684,5 Portage Plaza,32.75,13.87,1/26/2022
685,606 Almo Road,23.3,64.97,2/23/2022
686,5815 Dryden Point,22.07,98.99,1/24/2022
687,00661 Kropf Hill,-10.74,38.3,8/24/2022
688,5 Nobel Trail,-0.45,28.47,9/25/2022
689,011 Colorado Point,7.54,2.69,5/18/2022
690,48 Monument Avenue,-14.98,38.21,9/26/2022
691,65 Glendale Drive,-8.03,55.39,12/20/2022
692,0007 Dexter Trail,83.66,12.33,7/1/2022
693,8 Shasta Trail,11.89,13.63,11/5/2022
694,74546 American Junction,39.65,72.48,3/10/2022
695,7741 Grim Way,79.79,94.53,11/25/2022
696,95 Dwight Place,64.4,71.05,1/14/2022
697,6 Karstens Park,61.02,76.32,10/16/2022
698,49 Menomonie Street,33.07,43.39,9/11/2022
699,845 Lotheville Hill,67.25,22.99,5/5/2022
700,1555 Randy Junction,44.65,79.45,5/19/2022
701,58 Cordelia Plaza,52.92,51.03,2/27/2022
702,2 Golf Course Lane,42.69,37.08,4/5/2022
703,1882 Bluestem Plaza,31.05,58.01,7/10/2022
704,72 Lerdahl Pass,97.7,54.76,4/20/2022
705,41 Clemons Way,51.82,93.69,6/9/2022
706,2 Anhalt Plaza,-18.16,70.51,3/31/2022
707,0726 Rigney Plaza,31.88,32.71,6/30/2022
708,93 Hagan Way,-9.07,89.75,5/1/2022
709,83434 Harbort Alley,4.09,81.35,4/13/2022
710,94254 Mccormick Point,15.28,1.67,8/14/2022
711,49 Moose Road,-2.8,76.04,9/9/2022
712,92034 Norway Maple Trail,45.11,84.85,6/13/2022
713,7991 Armistice Road,36.13,68.88,12/30/2022
714,1438 Mallory Place,-12.34,14.26,9/8/2022
715,34 Cody Lane,98.59,76.65,4/4/2022
716,5778 Raven Plaza,26.9,47.54,10/24/2022
717,78 Spaight Road,79.45,84.84,5/12/2022
718,134 Crest Line Avenue,79.42,56.5,6/11/2022
719,4 Dexter Parkway,85.09,26.7,11/24/2022
720,652 Bunker Hill Parkway,77.94,32.78,1/11/2022
721,4975 Montana Place,-1.12,31.28,10/22/2022
722,8546 Elmside Center,66.08,74.33,6/15/2022
723,55 La Follette Road,47.47,75.08,11/9/2022
724,23 Graedel Way,69.21,30.65,7/3/2022
725,21 Armistice Crossing,9.12,42.36,8/10/2022
726,68 Claremont Alley,96.68,34.77,4/6/2022
727,45045 Fieldstone Avenue,97.29,89.86,1/27/2022
728,3 Miller Crossing,53.97,28.91,6/9/2022
729,52327 Menomonie Court,84.25,26.14,9/30/2022
730,3 Continental Point,72.09,73.54,7/28/2022
731,534 Walton Park,5.4,3.85,9/25/2022
732,86 Anniversary Road,23.27,24.66,3/2/2022
733,6150 Mariners Cove Crossing,44.11,65.98,8/17/2022
734,4859 Atwood Hill,-0.03,76.96,9/3/2022
735,92997 Sherman Way,84.79,82.51,7/21/2022
736,977 Sundown Pass,30.51,0.41,2/20/2022
737,3 Judy Terrace,89.06,30.26,2/2/2022
738,09 Bay Lane,5.72,24.94,7/19/2022
739,8 Center Street,78.55,93.55,3/25/2022
740,831 Londonderry Terrace,-16.44,76.47,9/2/2022
741,7 Walton Trail,-9.21,3.57,11/28/2022
742,2 Saint Paul Terrace,7.72,97.05,4/5/2022
743,971 Mallard Drive,50.48,26.72,12/3/2022
744,6 Scofield Trail,81.79,17.61,9/25/2022
745,2752 Anzinger Circle,44.99,84.31,7/5/2022
746,05587 Heffernan Junction,91.13,11.46,3/6/2022
747,76 Thackeray Avenue,64.1,71.26,1/8/2022
748,6 Hovde Park,45.53,73.55,12/1/2022
749,78 Columbus Road,46.4,45.45,7/14/2022
750,57 Milwaukee Place,91.99,13.25,9/8/2022
751,2422 Russell Place,57.98,39.16,10/4/2022
752,8 Haas Plaza,-16.91,28.11,8/24/2022
753,683 Tony Park,58.05,73.68,6/3/2022
754,04935 Twin Pines Hill,1.06,24.02,8/4/2022
755,6 Mccormick Avenue,40.02,4.21,1/19/2022
756,0082 Pepper Wood Plaza,42.22,93.29,11/4/2022
757,49837 Columbus Center,50.6,78.8,7/28/2022
758,874 Dovetail Place,95.78,82.37,1/12/2022
759,4775 Jay Parkway,38.98,3.63,5/25/2022
760,16343 Ronald Regan Lane,54.47,91.61,5/21/2022
761,36 Kings Way,58.49,74.36,8/1/2022
762,63 Oriole Junction,76.0,82.56,2/12/2022
763,24947 Shasta Trail,63.26,12.57,5/8/2022
764,49 Beilfuss Lane,-7.17,68.72,1/16/2022
765,7 Briar Crest Place,5.68,53.14,10/30/2022
766,04551 Tony Avenue,53.23,74.38,3/31/2022
767,600 Lien Drive,96.96,69.15,11/6/2022
768,4 Waubesa Terrace,54.57,16.2,8/1/2022
769,2383 Hudson Parkway,36.4,74.5,9/23/2022
770,6 Londonderry Road,62.15,63.1,12/10/2022
771,885 Northland Terrace,19.65,41.5,2/13/2022
772,678 Sunbrook Hill,72.5,88.46,8/8/2022
773,49 Brown Junction,77.0,85.44,5/22/2022
774,51470 Reindahl Lane,74.07,68.32,5/10/2022
775,9 Eagan Hill,57.18,65.48,11/23/2022
776,2 5th Terrace,64.91,65.01,5/19/2022
777,5 Veith Alley,87.98,38.95,4/29/2022
778,7 Dovetail Place,60.96,25.59,5/17/2022
779,8 Kedzie Way,43.26,67.36,12/19/2022
780,93 Summer Ridge Drive,57.9,16.57,12/20/2022
781,084 Hoffman Street,90.65,99.83,5/10/2022
782,1412 Moland Terrace,-10.93,38.44,3/8/2022
783,27472 Lillian Lane,23.18,54.95,6/14/2022
784,89 Glendale Place,57.18,42.73,12/14/2022
785,30057 Bunting Trail,67.5,80.96,5/7/2022
786,1 Golf View Plaza,1.89,82.79,1/28/2022
787,05115 Beilfuss Junction,50.57,3.74,3/5/2022
788,868 Jenifer Court,-5.66,51.62,10/1/2022
789,91102 Susan Point,98.78,32.41,8/26/2022
790,9832 Carberry Avenue,-3.25,24.62,5/19/2022
791,97806 Weeping Birch Place,-8.98,29.38,5/13/2022
792,36031 Mifflin Road,55.19,76.98,12/8/2022
793,7 Pawling Junction,39.72,34.55,7/28/2022
794,66 Sullivan Way,86.63,31.65,2/19/2022
795,912 2nd Terrace,80.09,57.14,11/28/2022
796,70 Red Cloud Lane,95.83,88.4,11/19/2022
797,48 Straubel Court,98.07,59.16,4/3/2022
798,4667 Chinook Road,38.3,44.1,10/24/2022
799,529 Almo Place,15.71,21.37,4/2/2022
800,8 Algoma Point,83.08,15.69,11/2/2022
801,02761 Iowa Junction,5.15,73.35,9/13/2022
802,5518 Moland Court,13.6,17.45,1/15/2022
803,1 Crest Line Circle,25.09,10.4,10/26/2022
804,39213 Spohn Hill,48.83,7.41,7/31/2022
805,6807 Fairview Street,27.59,91.63,3/27/2022
806,130 Old Shore Park,45.92,95.28,5/5/2022
807,0 Riverside Point,42.39,47.63,9/21/2022
808,69531 Summit Point,81.69,45.72,6/9/2022
809,43 Dayton Crossing,14.6,63.97,6/27/2022
810,4915 Glacier Hill Place,96.88,95.31,12/23/2022
811,42 Village Crossing,50.23,18.11,2/7/2022
812,01 Oneill Plaza,71.3,92.37,2/19/2022
813,51551 Dapin Hill,44.92,17.82,2/12/2022
814,35444 Hollow Ridge Park,16.7,79.7,3/11/2022
815,1 Meadow Valley Circle,88.9,38.26,11/19/2022
816,92 Londonderry Alley,58.13,19.46,10/11/2022
817,63571 Luster Lane,60.77,68.52,9/14/2022
818,6 David Way,37.01,94.08,7/18/2022
819,905 Buena Vista Hill,37.07,57.0,6/27/2022
820,16 Dakota Hill,25.81,47.8,3/24/2022
821,079 Porter Avenue,-15.94,83.1,2/5/2022
822,1 Rigney Road,35.03,55.98,3/13/2022
823,6373 Quincy Alley,48.87,16.67,10/20/2022
824,47 Pond Junction,39.73,76.12,1/29/2022
825,5 Dayton Terrace,66.59,18.09,9/18/2022
826,3 Memorial Hill,18.71,33.03,3/17/2022
827,176 Prairie Rose Court,82.62,9.78,10/5/2022
828,9 Pearson Hill,60.22,0.72,12/14/2022
829,44807 Clyde Gallagher Place,16.23,73.31,4/30/2022
830,49199 Maryland Road,46.74,80.51,12/14/2022
831,160 Mallard Point,-18.87,37.97,9/10/2022
832,51 Sycamore Parkway,4.64,37.66,11/18/2022
833,07733 Anzinger Alley,25.8,76.51,12/30/2022
834,0219 Westend Point,27.44,8.14,12/29/2022
835,35490 Brickson Park Hill,-7.36,40.27,4/29/2022
836,06 Dapin Trail,-6.19,65.18,5/23/2022
837,0685 Bunker Hill Point,13.37,31.63,3/6/2022
838,1 4th Drive,71.84,20.07,10/25/2022
839,47 Holy Cross Place,17.58,20.31,2/15/2022
840,7599 Vidon Terrace,28.73,22.47,8/30/2022
841,3 Mosinee Avenue,51.49,7.62,5/27/2022
842,2762 Pawling Point,38.66,90.14,5/18/2022
843,584 Service Street,79.22,40.05,3/20/2022
844,8130 New Castle Trail,59.17,44.27,7/19/2022
845,32 Summerview Alley,-8.94,80.93,4/28/2022
846,0 Almo Center,68.78,8.85,10/31/2022
847,47 Golden Leaf Avenue,-5.78,62.26,3/23/2022
848,817 Tennessee Lane,-13.7,45.34,4/6/2022
849,2 American Ash Place,84.39,62.93,12/15/2022
850,55 Bluestem Way,26.27,22.88,9/8/2022
851,12502 Calypso Pass,9.49,28.77,2/24/2022
852,78 Burrows Point,54.97,60.24,1/3/2022
853,91 Village Green Alley,69.09,52.06,4/12/2022
854,5796 Corry Way,-7.93,89.72,11/21/2022
855,2562 Shelley Park,80.32,95.95,8/8/2022
856,9 Iowa Plaza,44.46,28.77,11/19/2022
857,9768 West Crossing,68.01,64.17,8/21/2022
858,03033 Roxbury Pass,63.52,61.52,12/10/2022
859,9 Alpine Alley,26.74,32.4,11/3/2022
860,133 Aberg Hill,50.23,66.69,3/28/2022
861,16519 Mallard Parkway,19.83,27.31,7/28/2022
862,7 Carioca Center,35.84,24.73,10/26/2022
863,0 Garrison Center,34.8,54.02,10/2/2022
864,97438 La Follette Street,13.17,65.81,10/24/2022
865,4669 Maple Wood Terrace,81.18,16.12,10/20/2022
866,670 Vermont Alley,86.17,97.19,2/9/2022
867,09 Eggendart Hill,66.7,74.66,2/27/2022
868,54 Mifflin Terrace,30.98,1.7,8/29/2022
869,44 Carioca Road,-0.27,81.44,2/17/2022
870,9 Ruskin Plaza,68.32,86.4,3/22/2022
871,5 Barnett Point,79.62,18.35,10/29/2022
872,41 Columbus Center,2.1,92.81,10/1/2022
873,734 Grim Hill,53.97,13.48,7/15/2022
874,570 Bellgrove Park,59.71,90.6,9/18/2022
875,1364 Thompson Junction,46.95,56.51,6/14/2022
876,2 Valley Edge Way,60.49,74.33,5/19/2022
877,3 Cascade Point,53.34,90.36,7/2/2022
878,3 Hudson Park,18.3,50.42,8/11/2022
879,9712 Hollow Ridge Alley,49.73,25.9,5/12/2022
880,457 Dapin Drive,7.29,50.96,6/18/2022
881,2 Bonner Place,7.41,77.47,6/28/2022
882,7305 Forest Dale Street,66.92,19.04,10/21/2022
883,6561 Russell Way,59.97,62.22,6/14/2022
884,1 Morrow Court,27.58,62.43,10/26/2022
885,54404 American Ash Lane,68.26,45.22,12/29/2022
886,8483 Ramsey Court,82.13,59.46,5/7/2022
887,9 Redwing Plaza,-10.93,61.23,11/18/2022
888,169 Veith Crossing,85.86,43.67,4/2/2022
889,542 Loomis Lane,-7.92,93.27,5/20/2022
890,80 Norway Maple Parkway,58.63,21.32,7/2/2022
891,706 Messerschmidt Junction,58.54,37.43,2/1/2022
892,5 Golden Leaf Terrace,-2.57,13.31,9/12/2022
893,9884 Charing Cross Place,67.19,2.39,10/21/2022
894,701 Menomonie Hill,23.47,90.86,4/22/2022
895,02557 Dovetail Place,30.83,10.62,10/29/2022
896,35 Warbler Center,-17.86,33.14,10/9/2022
897,20 Westend Junction,-19.49,81.24,7/31/2022
898,76834 Pine View Street,39.58,9.29,2/10/2022
899,3 Everett Lane,87.91,58.53,1/13/2022
900,145 Bartelt Park,23.88,63.21,1/12/2022
901,39 Victoria Circle,94.06,26.59,9/20/2022
902,025 Harbort Point,-15.96,41.33,3/8/2022
903,89268 Riverside Way,46.69,74.55,4/24/2022
904,1276 Erie Place,4.79,2.28,8/12/2022
905,4697 Utah Pass,12.15,40.01,4/7/2022
906,40173 Delaware Parkway,61.28,32.73,6/22/2022
907,524 3rd Center,45.65,76.44,10/6/2022
908,54 Maywood Avenue,51.57,51.4,10/2/2022
909,13573 Thackeray Drive,-12.18,23.08,9/20/2022
910,61 Haas Court,38.39,64.9,6/1/2022
911,70831 Melody Lane,-15.17,20.56,9/28/2022
912,576 Golf Course Pass,-3.55,47.21,1/16/2022
913,52 Moulton Junction,29.88,22.85,5/23/2022
914,40052 Kropf Street,20.43,90.3,4/3/2022
915,753 Marcy Pass,79.7,97.66,6/19/2022
916,66 Fairfield Court,18.06,96.21,12/17/2022
917,3807 Dakota Parkway,80.85,64.17,4/25/2022
918,7 Parkside Center,31.99,82.26,6/5/2022
919,9 Mcbride Place,-3.46,39.99,9/3/2022
920,08238 Kedzie Pass,-18.79,19.37,12/23/2022
921,371 Oak Center,54.76,67.62,1/30/2022
922,65 Dottie Court,6.92,44.16,5/20/2022
923,4798 American Ash Terrace,64.7,86.14,10/18/2022
924,55 Graceland Pass,79.16,87.18,4/11/2022
925,764 Donald Parkway,72.36,4.08,8/30/2022
926,64 Namekagon Park,15.39,10.7,6/11/2022
927,72 Dakota Crossing,-16.24,29.73,12/16/2022
928,3 Village Green Drive,79.65,98.06,12/3/2022
929,469 Valley Edge Parkway,-16.34,44.98,1/15/2022
930,4 Maryland Circle,64.3,22.41,5/31/2022
931,19619 Sunfield Park,94.93,43.68,12/9/2022
932,8369 Mandrake Parkway,95.88,83.55,10/23/2022
933,9802 Old Shore Drive,80.07,27.21,11/20/2022
934,8 Summerview Trail,24.36,37.9,9/28/2022
935,6718 Granby Lane,99.84,85.36,1/18/2022
936,8757 Artisan Court,13.21,83.13,1/10/2022
937,92310 Bonner Plaza,73.97,93.23,12/23/2022
938,18 Buhler Hill,65.3,15.08,6/17/2022
939,46 Monica Parkway,26.1,45.84,3/17/2022
940,463 Macpherson Road,42.43,19.64,7/30/2022
941,2548 Russell Street,49.53,21.85,3/13/2022
942,5 Kingsford Trail,28.49,8.16,12/5/2022
943,25747 Sunnyside Court,40.65,58.52,7/5/2022
944,4 Cordelia Plaza,9.19,24.25,9/21/2022
945,5 Kings Lane,31.76,46.44,9/10/2022
946,0 Hagan Point,53.74,72.87,5/31/2022
947,066 Everett Park,9.63,76.41,8/18/2022
948,0 Shelley Center,66.07,17.76,9/13/2022
949,58 Walton Drive,98.92,38.91,10/26/2022
950,9 Marquette Trail,-10.82,99.79,12/4/2022
951,01 Sunfield Trail,-4.35,14.42,11/10/2022
952,22981 Mcguire Alley,88.76,31.32,8/16/2022
953,8 Truax Court,-13.73,50.88,7/30/2022
954,7 Forster Avenue,67.45,2.93,2/20/2022
955,0047 Portage Court,83.86,3.07,7/14/2022
956,3 Troy Junction,27.78,2.49,6/10/2022
957,67 Pleasure Trail,54.99,16.57,9/18/2022
958,0 Hoard Street,11.06,98.65,2/9/2022
959,06 Parkside Terrace,67.75,53.38,5/22/2022
960,95178 Stone Corner Hill,78.29,75.14,11/5/2022
961,23533 Heffernan Avenue,93.89,51.39,8/18/2022
962,0493 Dawn Pass,55.83,36.51,5/15/2022
963,1540 Evergreen Trail,52.96,2.76,3/4/2022
964,63 Meadow Vale Park,19.86,36.32,6/1/2022
965,4556 Northview Way,17.17,67.17,12/29/2022
966,40 Eastwood Avenue,52.95,70.78,1/27/2022
967,40 Hovde Avenue,44.12,86.64,5/17/2022
968,52102 Shopko Alley,92.62,35.74,10/4/2022
969,867 Rieder Point,-6.61,83.12,8/28/2022
970,32 Almo Court,87.15,21.46,2/16/2022
971,8 Kenwood Plaza,40.34,37.43,6/6/2022
972,6 Pepper Wood Terrace,21.48,16.35,4/18/2022
973,07430 Oak Valley Circle,97.98,61.7,8/28/2022
974,21521 Dapin Street,94.7,81.76,6/6/2022
975,60437 3rd Way,51.68,38.01,12/8/2022
976,7007 2nd Junction,31.06,41.93,6/5/2022
977,77154 Corry Junction,7.6,38.29,6/19/2022
978,4661 Columbus Place,-0.16,77.27,4/20/2022
979,5537 Ramsey Way,49.86,47.52,1/27/2022
980,94 Oak Valley Point,-4.99,69.19,4/6/2022
981,383 Stang Street,3.24,46.48,3/20/2022
982,1446 Pepper Wood Lane,11.24,48.54,5/6/2022
983,6 Shopko Street,43.09,76.58,11/21/2022
984,05553 American Ash Avenue,63.2,46.77,7/3/2022
985,8543 Nova Drive,88.37,5.09,10/22/2022
986,217 Prairie Rose Street,72.79,28.18,5/22/2022
987,5541 Lakeland Drive,82.28,73.81,10/5/2022
988,21 Saint Paul Court,79.22,77.78,7/11/2022
989,54552 Reinke Point,20.19,64.02,3/28/2022
990,0 Petterle Lane,43.69,4.75,7/21/2022
991,9 Boyd Lane,51.96,11.28,1/19/2022
992,704 Petterle Alley,38.49,97.0,10/13/2022
993,975 Meadow Valley Way,32.16,71.15,4/27/2022
994,2563 Northport Hill,80.66,14.44,10/2/2022
995,1 Di Loreto Circle,52.78,19.05,8/5/2022
996,10757 Autumn Leaf Court,89.08,85.04,3/26/2022
997,638 Old Gate Crossing,60.32,83.79,3/7/2022
998,53867 Novick Avenue,97.53,83.06,6/16/2022
999,3 Oneill Park,-15.42,96.45,4/26/2022
1000,65631 Hermina Terrace,-7.57,9.25,9/5/2022
